Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"r, parquet, apache-arrow",11,23490084,registered,John Ioannides,False,34,0,1,78067021,1709113348,0,0,2
"java, sorting, java-8, comparator, collator",12365,478406,registered,Robert Strauch,False,788,1,1,55511146,1709113327,3,10,20
javascript,19,10572685,registered,AndYman,False,45,1,-1,78071807,1709113321,0,0,2
visual-studio-code,261,10219004,registered,mr. abhi,True,115514,16,24,63202834,1709113319,1,2,7
"apache-kafka, apache-kafka-streams",19,14047235,registered,Shubham Suryavanshi,False,49,1,1,78038682,1709113315,0,0,3
c#,22,20644799,registered,PrestonJJ,False,29,0,-2,78073392,1709113281,0,0,2
"php, download, google-drive-api, google-api-php-client, google-drive-shared-drive",25,6928768,registered,aswiss,True,42,1,0,78061084,1709113280,0,1,8
"python, selenium-webdriver, selenium-chromedriver, ui-automation",736,23182657,registered,sashkins,True,972,2,3,78057740,1709113273,0,2,13
"python, ccxt, kucoin",1,23489467,registered,Asad Jalbani,False,13,0,-1,78072313,1709113273,0,0,1
"clang, spir-v",45,8430007,registered,Tee,False,6,0,0,78073387,1709113237,0,1,4
"vim, youcompleteme",22016,1613983,registered,quant,True,670,3,4,72602710,1709113231,3,9,31
"c++11, segmentation-fault, stack",1,23290769,registered,Wudi 24K,False,32,0,0,78072577,1709113204,0,0,1
"python, python-3.x, plotly, plotly-dash, plotly-python",1,23494814,registered,Chirag Bolakani,False,25,0,0,78072466,1709113190,0,0,1
"python, numpy",88,17260184,registered,ycohui,True,58,2,2,78072152,1709113188,0,0,7
"php, token, banking",91,5679990,registered,Brad Turner,True,22294,4,8,38546905,1709113182,1,3,5
"android, android-studio, bitrise, detekt",21,10182439,registered,Ugo Onuoha,False,107,1,2,71675437,1709113179,0,0,2
h2,503,1914243,registered,juckky,False,7,1,0,78073333,1709113167,0,2,10
reactjs,301,1073214,registered,user1073214,False,11,0,-1,78073310,1709113138,0,3,8
"spring, cve",13,15475920,registered,minchai,False,8,0,0,78073376,1709113102,0,0,3
mariadb,1,17118093,registered,Squre,False,14,0,-1,78073285,1709113101,0,0,1
"reactjs, tailwind-css",39,17901755,registered,Syed Laeeq Ahmed,True,753,2,0,72944728,1709113093,0,1,9
"android, android-snackbar, snackbar",21,13136021,registered,liliangeorg,False,70,1,1,74156881,1709113072,0,0,2
"javascript, html",15,23470222,registered,dev_noob,False,24,0,0,78073367,1709113064,0,0,3
"postgresql, docker, docker-compose",2817,11170350,registered,Talha Anwar,False,213,2,-1,76556939,1709113034,1,7,18
flutter,693,14745090,registered,G&#252;lsen Keskin,True,313,1,0,72641648,1709113034,0,5,15
"azure-pipelines, testflight",1,19263776,registered,Rishabhanand Jha,False,18,1,0,78073028,1709113033,0,0,2
"java, c#, murmurhash",1,14861752,registered,dTeplov,False,52,0,-2,78072969,1709113013,0,0,1
"javascript, node.js",33,12163847,registered,Justin,False,533,2,1,65977053,1709113004,0,0,4
"terraform, cicd, terragrunt, github-actions-self-hosted-runners",107,14626777,registered,S1c0r4x,False,10,0,-1,78073364,1709112998,0,1,6
"java, logging, log4j, log4j2",1,10455218,registered,Rahul.V,False,32,1,0,78073073,1709112988,0,0,2
"python, numpy, abstract-syntax-tree",13,23495528,registered,user23495528,True,40,1,1,78073160,1709112972,0,0,2
"git, phpstorm",13,12624577,registered,nragonnragon,False,30,0,1,78072755,1709112924,0,0,4
"android, android-jetpack-compose",637,14184848,registered,amtrax,False,42,1,0,78066947,1709112923,0,4,15
"python, python-tesseract, pypdf, pdf2image",31,16560056,registered,mas123,False,54,1,0,78072896,1709112919,0,0,5
jupyter-lab,323,6509204,registered,Chris McPherson,True,39691,5,32,48950670,1709112906,1,3,6
"python, firebase-authentication, google-cloud-functions, google-cloud-identity",867,8050183,registered,axelmukwena,False,45,1,0,78067953,1709112905,0,4,18
"javascript, jquery, browser, window-resize",526,818266,registered,Matt Rose,True,65843,4,14,10610899,1709112899,1,4,12
"node.js, npm, apple-m1, node-sass",9,22656455,registered,Valentyn,False,374,2,0,77201067,1709112885,0,0,2
"python, tensorflow, gpu",61,20176991,registered,Rai,False,22,0,-1,78070847,1709112883,0,0,4
"generics, rust",1709,2018010,registered,magras,False,28,0,0,78073356,1709112871,0,6,18
"android, react-native, android-auto",65,10173991,registered,TTD,False,36,1,0,78071718,1709112835,0,1,6
"unix, automation, scripting, autosys",5,16848080,registered,Venkatesha Prasad S,True,956,3,0,75220126,1709112826,0,0,1
"angular, primeng, angular-library",11,16712186,registered,sofiene thabet,True,56,2,1,78046410,1709112822,0,0,2
"python, algorithm",1,23468488,registered,user23468488,False,67,0,-3,78073278,1709112821,0,0,1
huawei-mobile-services,79,7197655,registered,xuncanzhe,False,11,0,-2,78073349,1709112820,1,1,6
"php, foreach",55,17416397,registered,Azuren,True,19,1,-1,78073218,1709112820,0,0,7
"css, reactjs, tailwind-css",1655,4655668,registered,JohnPix,False,51,3,0,78056904,1709112809,0,4,19
"reactjs, seo, react-helmet",29,21534057,registered,Thomas,True,53,1,0,77931496,1709112797,0,0,4
"performance, android-studio, ide",1,20293310,registered,luca-bacon,False,10,0,0,78073343,1709112796,0,0,2
"c#, asp.net, .net, orm, ormlite",69,21103151,registered,Prajval Gahine,False,13,0,0,78073342,1709112772,0,0,5
"fpga, xilinx, vivado, vitis",4794,1639049,registered,AndroC,False,22,0,0,78068807,1709112770,1,10,26
".net, rest, iis, .net-8.0",75,8215661,registered,Kanasi,False,29,0,0,78068970,1709112752,0,1,9
"terraform, hcl",141,5757527,registered,shruthi chowdhary,False,18,0,0,78073340,1709112734,1,1,4
"r, rstudio, quarto",389,7626198,registered,Juan,True,27,1,3,78073272,1709112702,0,2,10
"google-bigquery, dbt",27,14016532,registered,Vaishak Nambiar,False,19,0,-1,78072979,1709112695,0,0,6
"python, pyvisa",11,21682008,registered,Guy Barda,False,10,0,0,78072789,1709112666,0,0,3
"javascript, firebase, react-native, firebase-hosting, react-native-web",61,9016939,registered,William O&#39;Brien,True,1588,3,1,69604612,1709112648,0,0,6
"deployment, uwp, windows-phone, rpc, stub",24,14315134,registered,Zolii,False,7,0,0,78073330,1709112648,0,0,6
"css, html, xhtml, anchor",6151,26351,registered,EE.,True,804677,33,605,796087,1709112622,3,4,4
swift,5668,3544438,registered,Anton Tropashko,True,106,2,-2,73048249,1709112617,2,8,26
"sql, mysql",21,13466501,registered,Long Nguyen,False,61,2,-1,78072438,1709112610,0,0,3
"ios, iphone, react-native, xcode13.2",71,10358273,registered,umair ali,False,1698,1,1,70579825,1709112609,0,1,6
"spring-boot, cloud-foundry, pcf, pcfdev",1,23492115,registered,Sarthak Bhagwat Taru,False,12,0,0,78069432,1709112599,0,0,1
"json, rest, graphql, hasura, azure-eventgrid",1217,1759099,registered,HelmBurger,False,38,1,0,78060256,1709112596,1,2,15
"wifi, linux-device-driver, proc",69,7641469,registered,thecdoctor,False,22,1,0,78067209,1709112588,0,0,11
"node.js, express, url-routing",2033,1070548,registered,Gaurav,True,2324,2,2,15872694,1709112583,1,9,25
jwt,483,4878905,registered,Shakhawat95,True,16753,2,22,55201011,1709112583,1,4,17
"xcode, compiler-errors, pch",181,11490105,registered,Hannibal,True,9027,8,18,57080473,1709112579,0,1,4
"apache-spark, pyspark, apache-spark-sql",1019,6605797,registered,A_B,False,2964,2,1,71440120,1709112562,1,3,13
"blazor, tailwind-css",3,23483753,registered,prubic,False,11,0,0,78073323,1709112561,0,0,3
"swift, tooltip",95,4457969,registered,Willy Kim,False,8,0,0,78073322,1709112560,0,2,7
"date, types, prisma, zod",1405,16306754,registered,The Blind Hawk,False,10,0,0,78073321,1709112557,0,4,20
"node.js, artificial-intelligence, openai-api, chatgpt-api, chatgpt-function-call",11,20551039,registered,Matthew Gerges,False,79,2,0,78018805,1709112556,0,0,1
jwt,483,4878905,registered,Shakhawat95,True,16753,2,22,55201011,1709112583,1,4,17
"xcode, compiler-errors, pch",181,11490105,registered,Hannibal,True,9027,8,18,57080473,1709112579,0,1,4
"apache-spark, pyspark, apache-spark-sql",1019,6605797,registered,A_B,False,2964,2,1,71440120,1709112562,1,3,13
"blazor, tailwind-css",3,23483753,registered,prubic,False,11,0,0,78073323,1709112561,0,0,3
"swift, tooltip",95,4457969,registered,Willy Kim,False,8,0,0,78073322,1709112560,0,2,7
"date, types, prisma, zod",1405,16306754,registered,The Blind Hawk,False,10,0,0,78073321,1709112557,0,4,20
"node.js, artificial-intelligence, openai-api, chatgpt-api, chatgpt-function-call",11,20551039,registered,Matthew Gerges,False,79,2,0,78018805,1709112556,0,0,1
"scala, apache-spark, deployment, spark-streaming, spark-submit",213,5370072,registered,Dr.Pro,True,5927,3,7,43624401,1709112548,0,3,9
"telnet, ansi-escape, gnome-terminal",67,23455963,registered,Caulder,False,5,0,-1,78073318,1709112543,0,0,5
"python, pytest, paramiko",1,23488958,registered,Palash Agrawal,False,57,0,0,78065850,1709112539,0,0,1
"python, linux, influxdb, gpio",19,19847929,registered,Amir004,False,33,0,0,78073226,1709112516,0,0,3
"jmeter, performance-testing, jmeter-5.0, pega",41,23322907,registered,itsme017,False,14,1,0,78073241,1709112497,0,0,3
"macos, configure, gmp",837,1577918,registered,Geom,False,13,0,0,78073315,1709112482,0,1,13
"excel, excel-2019",27,19329772,registered,ouboma,False,42,0,0,78073217,1709112476,0,0,4
"php, arrays, search",265,4095519,registered,user4095519,False,20,0,0,78073312,1709112457,1,2,8
"python, pandas, iqr",11,23493285,registered,David Canicas S&#225;nchez,False,39,1,1,78071012,1709112453,0,0,3
"excel, vba, calculated-field",7,21951883,registered,JCatt,False,43,0,-1,78073245,1709112402,0,0,2
"c#, crud, .net-8.0",17,23389241,registered,MogliMehmet,False,55,0,0,78073046,1709112383,0,0,1
"python, tensorflow",31,11381763,registered,Su Tongkui,False,3961,1,2,58636880,1709112366,0,1,4
"angular, typescript, rxjs, angular-material, ngrx",21,9920836,registered,George Eden,True,32,1,1,78070730,1709112337,0,0,4
"c++, visual-studio, c++20, pragma, const-char",2055,1823332,registered,digory doo,True,67,1,1,78072978,1709112334,1,5,15
"flutter, dart",587,9876962,registered,Aishwarya,True,40603,11,40,59651366,1709112317,1,3,9
"python, import, grpc, init",25,20174036,registered,CSharper96,True,27,1,0,78033281,1709112311,0,0,3
"html, angular, typescript, ng-multiselect-dropdown",81,14390927,registered,rifa,False,409,1,2,75717014,1709112307,0,0,7
"c#, closedxml, closedxml.report",48,21804110,registered,Ruwiwidi,False,6,0,0,78073294,1709112298,0,0,4
"node.js, next.js, environment-variables",164,6413141,registered,ericute,False,21,1,0,78071731,1709112291,1,1,10
"admin, strapi",1,23495608,registered,Moncef Zmander,False,190,0,0,78073292,1709112284,0,0,1
"java, android, android-layout, svg, android-glide",33,15810083,registered,kenited,True,6482,2,3,67751510,1709112280,0,1,3
"python, pyinstaller",1110,3521180,registered,user3521180,False,116,1,-1,68130626,1709112275,1,4,15
"firebase, flutter, dart",178,14703965,registered,giroprotagonist,True,85364,7,28,67040839,1709112272,1,3,12
"python-3.x, pytorch",1,23495582,registered,Leaf_in_Autumn,False,14,0,0,78073273,1709112235,0,0,1
"c#, .net, xcopy",11,23044013,registered,mariano struns,False,34,0,0,78073202,1709112213,0,0,1
"java, kotlin, project-reactor",298,3665857,registered,balint.steinbach,False,22,0,2,78069021,1709112201,0,2,12
"javascript, angular, angular15, angular-dom-sanitizer",3,23354682,registered,Aayushi,False,39,1,0,78073058,1709112184,0,0,2
fastapi,11,13622526,registered,Parikshit Mukherjee,False,17,0,0,78068341,1709112177,0,0,2
c#,10261,66907,registered,Sascha,True,51,1,1,78073095,1709112169,4,14,25
"c#, xamarin, xamarin.forms, xamarin.android",1,23101825,registered,Ivan Martynov,False,44,2,0,78023022,1709112168,0,0,1
"rxjs, observable, rxjs-pipeable-operators",63,16562623,registered,Congobill,True,4898,4,5,71016639,1709112160,0,1,6
"c#, excel, vba, optimization, combinations",21,15036671,registered,&#246;m&#252;r tokman,False,51,0,0,78073276,1709112151,0,0,6
"java, hibernate, jpa, hibernate-criteria",1,23490784,registered,Unbreakable Daniel,False,13,0,0,78073265,1709112133,0,0,2
"php, jquery, ajax",1,20992425,registered,ImotheP&#39;MG&#39;,False,15,0,-1,78073271,1709112110,0,0,1
"azure-bot-service, direct-line-botframework",680,7095607,registered,Hessel,False,21,0,0,78069274,1709112107,2,4,12
"react-native, animation, mobile-development",9,12789361,registered,vinuChan,False,20,1,0,78072730,1709112102,0,0,2
"python, node.js, coffeescript",11,17541770,registered,Indhumathi Murugesan,False,187,1,1,71333204,1709112089,0,0,3
"python, html",9,23495207,registered,wils0n112,False,27,1,0,78072828,1709112081,0,0,1
"android, android-fragments",101,11718498,registered,ChrisK0043,False,17,1,0,78072054,1709112078,0,1,6
"php, laravel, pdf, wkhtmltopdf",1249,4616865,registered,Nay,False,28,1,-1,78073159,1709112076,2,4,12
"sonarqube, saml, okta",698,10239577,registered,Ouma,False,10,0,0,78073264,1709112067,1,4,13
"twitter-bootstrap, datatables",8090,1184708,registered,juliano.net,True,25722,9,13,18138785,1709112042,3,8,22
"python, machine-learning, huggingface-transformers, llama, accelerate",95,10826798,registered,xjabr,False,201,1,0,78040978,1709112028,0,1,4
"c++, arrays, memory, struct, memory-layout",4545,128193,registered,Ed Graham,True,102,1,0,78062262,1709112016,3,8,18
"devops, bazel, bazel-rules",1,14372374,registered,Anitha Syed,False,16,0,0,78072632,1709112013,0,0,1
"windows, powershell, terminal",1,20775565,registered,cell,False,29,0,0,78063339,1709112008,0,0,2
"electron, node.js-fs, ipcrenderer",11,13381411,registered,Ash Babayan,False,23,1,1,78070154,1709111971,0,0,1
"sql, azure, apache-spark, pyspark, azure-blob-storage",767,15821204,registered,AlexTorx,True,67,1,0,78069348,1709111931,0,3,9
"selenium-webdriver, automation, azure-active-directory, automated-tests, rpa",11,12899778,registered,SeekToKnowledge,True,157,1,1,71396861,1709111922,0,0,1
"python, google-cloud-functions, google-cloud-storage",117,6467781,registered,Shachar ,False,36,1,0,78041433,1709111918,0,0,4
"python, bytecode, cpython",669,3609976,registered,onlycparra,True,99,1,0,78071482,1709111906,0,2,17
"machine-learning, deep-learning, neural-network",33,14483959,registered,Storm47,True,29,1,0,78073049,1709111904,0,0,5
"javascript, html, asp.net, webforms",311,7536779,registered,Adam A,True,181031,16,30,42169588,1709111898,1,3,4
"ios, arrays, swift",21442,1354350,registered,Troy,True,376472,25,446,25827033,1709111896,5,10,18
"c#, asp.net, .net, asp.net-core, identity",15,7742562,registered,Zachary Lehmann,False,36,1,0,78071054,1709111889,0,1,7
"android, kotlin, android-jetpack-compose, androidx",3711,10319730,registered,Andre Thiele,True,13865,5,20,66409744,1709111878,1,6,19
"android, kotlin, svg, imageview, glide-golang",83,12143623,registered,abdulrahman kassem,True,1613,5,2,74627276,1709111873,0,0,5
"mysql, typeorm",1902,8524732,registered,xDrago,True,105557,7,57,59031198,1709111861,1,6,18
"multithreading, qt",15,17447159,registered,KaiAkiho,False,23,0,0,78073239,1709111846,0,0,4
"eslint, eslintrc",73,21386264,registered,Cemstrian,False,172,1,0,77163945,1709111809,0,0,5
"javascript, reactjs, react-router",119272,5056,registered,George Mauer,True,1653218,50,2286,31079081,1709111804,8,20,32
"r, dataframe, dplyr, tidyverse, data-manipulation",1021,5013636,registered,Alice Hobbs,False,18,0,0,78073232,1709111797,1,4,11
"javascript, jquery, laravel",219,7208786,registered,Fauzi PadLaw,True,29391,5,8,40801136,1709111779,1,2,10
anylogic,193,22056059,registered,Jahidul Hasan Razib,True,14,1,1,78070387,1709111763,0,0,8
"flutter, navigationbar",31,18106135,registered,Mehedi Hasan,False,22,0,1,78072351,1709111704,0,0,10
"python, pandas",11,23485094,registered,chan rachel,False,137,1,-1,78062887,1709111695,0,0,1
"javascript, vue.js, asynchronous, nuxt3",1229,5021945,registered,Irish Redneck,True,25,1,1,78070673,1709111685,0,3,13
"timestamp, touch, wget",1,23495530,registered,Nicolae Crefelean,False,8,0,0,78073221,1709111673,0,0,1
"go, tls1.2, feature-flags, flagsmith",76,21206672,registered,devi,True,81,1,5,77685507,1709111670,0,0,7
"r, datetime",11,23495311,registered,Frio27,False,39,1,1,78073048,1709111668,0,0,1
anylogic,1,23492044,registered,user23492044,False,11,1,0,78069293,1709111659,0,0,1
"azure, websocket, fastapi, azure-sdk-python, azure-speech",11,13622526,registered,Parikshit Mukherjee,False,96,1,0,78059905,1709111657,0,0,2
"python, xml, odoo, erp, odoo-14",3,17875819,registered,Yasir Khan,True,801,3,0,70750908,1709111635,0,0,1
install4j,59,10157328,registered,Manuel K,True,15,1,1,78073088,1709111599,0,0,11
"azure, azure-functions, azure-data-factory",901,3932722,registered,ravibhat,True,151848,11,76,42134892,1709111585,1,3,13
".net, iis, windows-server, asp.net-core-signalr",43,19637826,registered,Eliass,False,50,2,1,78047970,1709111583,0,0,4
".net, xaml, razor, blazor, maui",23,22423714,registered,Greg,False,45,0,0,78073205,1709111522,0,0,3
"ssis, httpwebrequest, sql-server-agent, script-task",1,10202147,registered,user10202147,False,4,0,0,78073204,1709111516,0,1,1
"javascript, input, symbols, culture",1,23422590,registered,Bilge,False,28,0,0,78068500,1709111500,0,0,1
powerapps,361,11558347,registered,AlHal,False,18,0,0,78069526,1709111445,0,2,11
"python, python-polars",87,15286339,registered,bwooster,True,38,2,3,78071920,1709111422,0,0,7
"azure, azure-functions, azure-data-factory",901,3932722,registered,ravibhat,True,151848,11,76,42134892,1709111585,1,3,13
".net, iis, windows-server, asp.net-core-signalr",43,19637826,registered,Eliass,False,50,2,1,78047970,1709111583,0,0,4
".net, xaml, razor, blazor, maui",23,22423714,registered,Greg,False,45,0,0,78073205,1709111522,0,0,3
"ssis, httpwebrequest, sql-server-agent, script-task",1,10202147,registered,user10202147,False,4,0,0,78073204,1709111516,0,1,1
"javascript, input, symbols, culture",1,23422590,registered,Bilge,False,28,0,0,78068500,1709111500,0,0,1
powerapps,361,11558347,registered,AlHal,False,18,0,0,78069526,1709111445,0,2,11
"python, python-polars",87,15286339,registered,bwooster,True,38,2,3,78071920,1709111422,0,0,7
"c#, push-notification, apple-push-notifications, maui, azure-notificationhub",4352,5201985,registered,Enrico,False,13,0,0,78073200,1709111411,2,7,19
"c, linux-kernel, tty, ioctl",23,1511862,registered,William Dickerson,True,44,1,2,78061743,1709111411,0,0,7
"mysql, concurrency, bigdata",31,22589973,registered,Pham Khien,False,34,0,0,78072865,1709111386,0,0,3
"next.js, widget",3318,1315125,registered,Igor L.,False,7,1,0,78073170,1709111369,1,8,22
"angular, angular-signals",6442,6664264,registered,Wandrille,True,6238,3,3,76174124,1709111369,1,10,28
"windows, git, bitbucket, git-push",901,2369813,registered,Inayathulla,True,89370,10,59,44780221,1709111348,1,3,13
install4j,65,5381133,registered,Bondar Anton,False,21,1,1,78072204,1709111340,0,0,4
"python, azure, azure-functions, pytest, python-unittest",226,5426543,registered,Shivani,False,55,0,0,78066967,1709111314,0,2,14
"r, dataframe",523,13071518,registered,Aryh,True,63,3,0,78072651,1709111286,1,2,10
"azure, terraform, terraform-provider-azure, azure-data-factory",21,11220081,registered,AnOdyssey,True,324,1,1,68455035,1709111281,0,0,4
"git, file, github, gitlab, filesystems",1,23492546,registered,moinmoin,False,40,0,0,78069961,1709111281,0,0,1
"jmeter, jmeter-plugins, jmeter-3.2",17022,3190347,registered,Shubham Jain,False,14529,3,4,48441512,1709111261,6,18,37
"javascript, node.js, checkbox, ejs, formidable",841,7382525,registered,Zaheen,False,8549,3,1,45540887,1709111261,0,5,10
"mysql, hibernate, jdbc",89,4161723,registered,BabyGluk,False,9052,1,0,31534404,1709111261,0,1,7
"jquery, node.js, cheerio",483,1392042,registered,Marty,False,15572,2,13,28387327,1709111261,1,2,9
"javascript, reactjs, arrays, angularjs, filter",372,6913838,registered,Siva Sai,True,61,4,0,78060282,1709111255,1,3,13
"python, cluster-analysis, pickle, pca, doc2vec",443,1734545,registered,Sushant Patekar,False,28,0,0,78073185,1709111251,1,2,12
"r, statistics, interaction, interpretation, logits",17,22807818,registered,Trutz,False,18,0,0,78073183,1709111206,0,0,4
"sql, sybase, sap-ase, sap-iq",514,3997124,registered,mradul,False,74,1,0,78059833,1709111200,1,2,11
regex,395,3901666,registered,user3901666,False,23,0,-2,78073070,1709111198,1,2,13
"three.js, react-three-fiber",118,12943197,registered,BillydogTheKid,False,18,1,0,78071163,1709111183,0,1,7
"android, flutter, mobile, healthconnect",21,13100407,registered,Madhav Sunil,False,24,0,1,78073081,1709111180,0,0,4
"python, json",9,23495495,registered,Gonzalo Rodriguez,False,19,0,0,78073177,1709111162,0,0,1
"macos, installation, homebrew, apple-m1",1,23495521,registered,Ahmad Raza,False,10,0,0,78073176,1709111140,0,0,1
"azure, azure-devops, bad-request",21,18722169,registered,Mohitaban,False,1428,0,1,71762647,1709111130,0,0,3
"javascript, android, react-native, expo, modal-dialog",329,15845974,registered,AnyamBorogass,False,26,0,0,78067214,1709111105,0,2,10
"android, android-sqlite, android-room",865,982282,registered,Abuzaid,True,30,1,1,78067467,1709111095,0,5,18
"node.js, mongodb, mongoose, mongodb-atlas",73,9692290,registered,VAMSI AILA,True,40,1,1,77988609,1709111094,0,1,12
reactjs,632,1115116,registered,Eric Evans,True,35021,3,3,42060640,1709111090,1,2,12
"python, list, elasticsearch",25,20599180,registered,Andrey Dmitriev,False,27,0,0,78069825,1709111090,0,0,5
"python, dictionary, unset",37291,692499,registered,Tony,True,2735423,11,2881,11277432,1709111083,3,7,23
"metadata, opentext, teamsite",7,22431248,registered,akash,False,9,0,0,78073169,1709111072,0,0,1
"jwt, keycloak, react-query",1591,1934396,registered,Christian,False,14,1,0,78067039,1709111067,1,4,17
"debugging, goland",11,13774585,registered,eleven,False,11,1,1,78072346,1709111060,0,0,3
permission-denied,1,18318686,registered,Dhara Singh,False,6,0,0,78073165,1709111056,0,0,2
"rust, pyo3",15098,2722968,registered,user2722968,True,57,2,3,78053066,1709111052,2,12,27
"django, python-3.x, path, settings, environment",65,8814004,registered,Gilles Vanermen,True,7869,2,2,53121919,1709111034,0,1,4
"android, android-appwidget",1,23120302,registered,Nathan Morris,False,30,0,-2,78073097,1709111012,0,0,2
"docker-compose, apache-superset",32,4733809,registered,Muhammad Shariq,False,15,0,0,78073121,1709111010,0,0,4
"stm32, dma, adc",33,16760795,registered,17tmh,False,94,1,1,77860127,1709110992,0,0,4
"x509certificate, x509, x509certificatevalidator",11,14349348,registered,Dhaura Pathirana,False,22,1,1,78072335,1709110990,0,0,3
"javascript, c#, asp.net, asp.net-core, pdf",266,22887326,registered,jakub podhaisky,False,43,1,0,78068627,1709110987,0,0,10
"c, linux, spi",3,23141831,registered,justSoSo,False,21,0,0,78073153,1709110984,0,0,2
"flutter, dart, code-generation, build-runner",41,15237508,registered,Marco Papula,False,482,1,4,66265929,1709110978,0,0,2
"python, opencv, computer-vision, artificial-intelligence, streamlit",1,17123215,registered,Arunisto,False,16,0,0,78073151,1709110954,0,0,1
"java, android, expandablelistview",163,6414012,registered,Alexander Golubev,True,182,2,0,37588979,1709110952,1,1,4
"javascript, css, reactjs, tailwind-css",85,19904886,registered,MiRAY,False,45,0,-1,78073051,1709110951,0,0,6
"symfony, doctrine, migration",1,23495439,registered,Sake,False,19,0,0,78073135,1709110933,0,0,1
"java, graalvm, whitelist, graalvm-native-image, blacklist",1157,1358761,registered,Ajay Bhojak,False,11,0,-1,78072582,1709110900,0,4,14
react-native,3,23492549,registered,MagomedRasul,True,40,1,0,78069937,1709110897,0,0,1
"python, subprocess, network-programming, python-3.7, python-3.11",11,23494837,registered,whitemilkfish,True,36,2,1,78072608,1709110872,0,0,3
"excel, matrix",3,12962629,registered,ErikaNovohradska,True,89,1,0,78055752,1709110850,0,0,2
"mysql, auto-increment, sql-insert, mariadb",53,2787266,registered,user2787266,True,7493,3,5,18848178,1709110828,0,1,3
"react-native, react-navigation, react-native-reanimated, react-navigation-bottom-tab, react-native-reanimated-v2",355,7789086,registered,Bagus Amrullah Fikri,False,11,0,0,78073143,1709110827,0,2,9
"spring-webflux, project-reactor",1158,3128170,registered,Monta,False,18,0,0,78073142,1709110825,1,5,13
"python-3.x, asynchronous, sqlalchemy, orm",167,15853468,registered,alphaomega,False,1583,1,1,69991859,1709110824,0,1,10
"android, flutter, dart, supabase, supabase-flutter",2000,3935512,registered,A.Sanchez.SD,True,35,2,0,78071650,1709110794,1,5,16
"r, git, r-package, readme",109,16347818,registered,R student,False,11,0,0,78073138,1709110784,0,0,6
"angular, typescript, angular-pipe, angular2-changedetection",1,15483447,registered,Tyler Durden,False,22,1,0,78071590,1709110762,0,0,1
"reactjs, design-patterns",17,22133780,registered,Mat Sof,False,11,0,0,78073134,1709110758,0,0,5
"linux, memory, memory-management, ram, kali-linux",63,18154102,registered,Bastien Portigo,False,33,0,-2,78073133,1709110749,0,0,6
"c++, assimp, rapidjson",2186,678022,registered,Adversus,False,18,1,0,78073131,1709110745,0,6,16
"python, flask, railway",1,23495490,registered,Nauseouswave,False,17,0,0,78073130,1709110735,0,0,1
docker,3849,24481,registered,cdugga,True,22265,4,6,44012346,1709110729,1,7,17
"media, android-source, special-folders",11,23473044,registered,Alex68,True,28,1,1,78051699,1709110710,0,0,3
"spring, spring-boot",3279,719950,registered,Jeets,True,14393,8,11,47138622,1709110702,2,5,15
"php, woocommerce, checkout, subscription",11,11807486,registered,Fred Chams,False,1504,2,1,59758475,1709110686,0,0,3
"css, reactjs, shopify, polaris",842,14287016,registered,IonicMan,False,1619,1,1,68944482,1709110679,1,4,19
"android, retrofit2, dagger-2, kapt",578,4664987,registered,Alfredo Bejarano,True,17079,8,5,54564247,1709110675,1,2,13
"sql, t-sql",47,6407077,registered,ABowering,False,59,1,0,78071266,1709110667,0,1,9
"python-3.x, parsing, profiler, perf",594,11779635,registered,Pawan Nirpal,False,12,0,-1,78073120,1709110638,1,4,15
"hazelcast, java-17, spring-boot-3",460,652078,registered,sairn,False,17,1,0,78070893,1709110634,1,3,16
"mysql, vb.net, processor",95,5237300,registered,Marc Cilliers,True,1115,2,1,35985545,1709110611,0,1,12
"css, google-chrome, input, focus, border",25881,303221,registered,Joey Morani,True,2814985,11,1786,3397113,1709110608,3,8,19
"c++, macos, crash-reports, address-sanitizer, launch-daemon",21587,843732,registered,c00000fd,False,111,0,0,76298852,1709110600,3,13,27
"git, branch, git-branch",7897,113019,registered,Ollie Saunders,True,220407,13,486,1417957,1709110509,2,4,17
oracle-cloud-infrastructure,836,6113718,registered,Michiel Haisma,True,18,1,0,78073061,1709110499,1,3,14
"synchronization, aem, bundles",350,11961063,registered,Rocchio,False,14,0,0,78073110,1709110485,0,3,5
"optimization, opl",1,23485966,registered,Vandana Kumari,False,15,1,0,78071970,1709110473,0,0,1
"svg, stroke, svg-filters",826,1422107,registered,Flunch,True,8166,4,8,42443730,1709110469,0,2,15
angular,1966,6400278,registered,TanguyB,True,526,1,1,77259321,1709110466,1,6,19
github,7202,1395676,registered,sensei,True,88040,23,104,52200096,1709110462,3,9,20
"wix, webview2",11,8823077,registered,Vladimir21,True,349,3,0,74218408,1709110460,0,0,1
"macos, .htaccess, terminal, hidden-files",879,528096,registered,Vallieres,False,1627,2,2,20705550,1709110436,0,2,13
"optimization, opl",1,23485966,registered,Vandana Kumari,False,15,1,0,78071970,1709110473,0,0,1
"svg, stroke, svg-filters",826,1422107,registered,Flunch,True,8166,4,8,42443730,1709110469,0,2,15
angular,1966,6400278,registered,TanguyB,True,526,1,1,77259321,1709110466,1,6,19
github,7202,1395676,registered,sensei,True,88040,23,104,52200096,1709110462,3,9,20
