Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Gold Badges,Silver Badges,Bronze Badges
"openssl, certificate, ssl-certificate, x509certificate, x509",415,2346005,registered,anoop.babu,TRUE,24155,4,4,57870914,1,2,8
"matlab, numerical-integration, probability-density",63,12292826,registered,user53154,TRUE,156,1,2,58614145,0,0,5
"javascript, function, object",17,23397405,registered,huz3y,TRUE,50,2,1,78139287,0,0,3
next.js,1663,4655668,registered,JohnPix,FALSE,76,1,1,76766338,1,4,19
"java, exception, ssl, mssql-jdbc, eclipse-scout",23,20621559,registered,FelixFeuerdorn,FALSE,15,1,-1,78139775,0,0,3
"matlab, numerical-integration",173,4112320,registered,Windy Day,TRUE,177,1,0,60105751,0,1,9
"opencart, opencart-module, opencart-extension",163,2978468,registered,owis sabry,FALSE,272,0,1,75145938,0,0,9
"jekyll, liquid",1816,497438,registered,mike,TRUE,78178,3,73,30822160,1,7,20
"matlab, fft, numerical-integration, frequency-analysis",113,10157010,registered,A. Rapoport,FALSE,278,0,1,60127250,0,0,6
"c#, asp.net-core",1,22065395,registered,MilkyDwarf,FALSE,38,0,-1,78139965,0,0,4
"matlab, convolution, symbolic-integration",3811,3084842,registered,Medulla Oblongata,TRUE,753,1,0,60373184,1,4,14
"javascript, reactjs, webpack, vite",533,16647860,registered,Mohit Ashliya,TRUE,23,1,0,78140379,1,3,7
"chatbot, openai-api",1,14612811,registered,Akki,FALSE,13,0,0,78140809,0,0,1
"spring-boot, authentication, keycloak, single-sign-on",23,15887207,registered,pickstar,FALSE,12,0,0,78140645,0,0,6
aws-lambda,556,2036313,registered,Ronan Moriarty,TRUE,9838,5,21,60059435,0,2,13
memgraphdb,27,22693769,registered,CharlesTheMan,FALSE,3,0,0,78140894,0,0,3
"amazon-web-services, cors, aws-api-gateway, aws-cloudformation",2945,3888307,registered,user3888307,TRUE,1677,3,3,51549637,1,4,11
"r, logical-operators, mutate",1,23577523,registered,user23577523,TRUE,21,1,-2,78140847,0,0,1
"java, github, gradle, azure-devops, codeql",2530,2232418,registered,Ben,FALSE,310,0,1,77370117,2,4,13
"c++, gcc, linker, c++17",39,23562412,registered,Philip Miller,TRUE,78,1,3,78129765,0,0,3
"python, pdb",14633,510036,registered,Qix - MONICA WAS MISTREATED,TRUE,12117,1,24,43716663,7,20,38
"node.js, nodemon",4170,4463660,registered,Citronen,TRUE,340980,27,152,33879896,2,5,15
android,1871,9689945,registered,hhrzc,FALSE,16,0,0,78140884,1,5,19
"python, numpy, pip, librosa",588,7335214,registered,Alice,FALSE,23,1,0,78138184,1,3,17
"python, django, module, settings",1,23575732,registered,kiona H,FALSE,62,1,-4,78139489,0,0,3
"boost, compiler-errors, cuda, nvcc, boost-geometry",1,17105895,registered,mRQwerTY,FALSE,17,0,0,78140852,0,0,1
kotlin,163,10490789,registered,John Schlachtenhaufen,TRUE,10,1,0,78137006,0,3,11
"performance, rust, io",381,5399309,registered,Jo&#235;l Abrahams,TRUE,617,1,6,75359557,0,3,12
"java, spring, jpa, jdbc, transactions",1,7431411,registered,Adi Prasanna,FALSE,28,0,0,78139976,0,0,4
"google-apps-script, oauth-2.0, xero-api",1,23554755,registered,MarcFRed Tch,FALSE,21,1,0,78139566,0,0,1
"telegram, mtproto",454,430335,registered,ncs,FALSE,19,1,0,78110658,1,2,11
"c, unix, gcc",208,6950690,registered,Prinny,TRUE,1353,2,-1,42794954,0,5,12
onchange,1,23540825,registered,Made Bungkus,FALSE,8,0,0,78111610,0,0,1
"pytorch, pytorch-geometric",473,10945214,registered,Trung Le,FALSE,8,0,0,78140876,1,3,9
"python, arrays, numpy, indexing",329,1667311,registered,arghdos,TRUE,2303,3,10,42656930,0,2,10
"matlab, numerical-integration",57,11164208,registered,davmc,TRUE,516,1,0,61213068,0,1,7
"queue, shuffle, playlist, just-audio",11,15227244,registered,Zensonaton,FALSE,7,0,0,78140873,0,0,1
"matlab, plot, numerical-integration",43,13025038,registered,Amber,TRUE,100,1,1,61232064,0,0,4
"image, matlab, optimization",31,5806263,registered,LorenzoM,FALSE,145,0,0,61425081,0,0,5
"c#, json, firebase-cloud-messaging, http-status-code-401, 400-bad-request",371,3209221,registered,TVicky,FALSE,15,0,0,78140869,1,2,12
or-tools,11,15381829,registered,Snehasish Char,FALSE,9,1,0,78140162,0,0,5
"laravel, vue.js, nuxtjs3",51,12741666,registered,Welly Wellington,TRUE,1166,3,2,74860757,0,1,5
fastapi,1760,13083583,registered,do-me,TRUE,32488,3,35,65916537,1,6,15
"python, matlab, system-integration",561,13414218,registered,orie,FALSE,96,0,0,61790954,0,3,12
"python, scipy, zooming, interpolation, nan",333,9488023,registered,Marcus K.,FALSE,10,0,1,78140865,1,2,9
"google-sheets, google-sheets-formula",111,13869895,registered,rider45,TRUE,29,2,-1,78135888,0,0,5
"php, regex, grep, zsh, graphicsmagick",102,20790522,registered,yarns,TRUE,60,3,1,78103395,0,0,9
python,114,22208056,registered,winapiadmin,FALSE,55,1,0,78132998,0,1,11
"google-sheets, google-sheets-formula",1,17259650,registered,G&#246;khan Ton,FALSE,20,1,0,78140788,0,0,1
"swift, firebase, google-cloud-firestore",1,22767529,registered,Jack,FALSE,17,0,0,78140860,0,0,1
"azure, templates, azure-iot-hub, azure-cloud-services, azure-iot-central",1,21617110,registered,iteunesen,FALSE,16,0,0,78140859,0,0,2
"matlab, numeric, numerical-integration",13,13786049,registered,Brainerd,TRUE,120,1,1,62499352,0,0,2
"gradle, dependencies, ballerina",259,10420740,registered,Richard Desouza,FALSE,1061,1,3,59993189,0,3,10
"azure, terraform, azure-rm, microsoft-entra-id",13,14950353,registered,pklaassen,FALSE,43,0,0,78140857,0,1,3
"java, apache-spark, amazon-emr",38787,2300597,registered,peter.petrov,FALSE,34,1,0,78116621,9,13,33
"c#, stackexchange.redis",437,7474006,registered,Lasserh,FALSE,34,0,0,78139806,1,5,12
"flutter, firebase, crashlytics",287,13512761,registered,Benedek K&#246;rtv&#233;lyesi,FALSE,21,0,-3,78140854,1,2,7
"python, matlab, python-import, matlab-engine, system-integration",1,13971534,registered,Edilson Ferreira,TRUE,344,1,0,63039718,0,0,4
"android, android-layout, android-constraintlayout",25894,70942,registered,ant2009,TRUE,131,5,1,78105628,4,13,17
"matlab, numerical-integration",11,14099925,registered,sai,FALSE,115,1,1,63397136,0,0,1
"memory, g++, heap-memory, allocation, stack-memory",1,6468485,registered,Vitit Kantabutra,FALSE,20,0,0,77567564,0,0,1
"linux, linux-kernel, usb, embedded-linux, microcontroller",333,2766406,registered,Shan,TRUE,43308,4,12,22340730,1,2,8
"flutter, firebase, crashlytics",287,13512761,registered,Benedek K&#246;rtv&#233;lyesi,FALSE,21,0,-3,78140854,1,2,7
"python, matlab, python-import, matlab-engine, system-integration",1,13971534,registered,Edilson Ferreira,TRUE,344,1,0,63039718,0,0,4
"android, android-layout, android-constraintlayout",25894,70942,registered,ant2009,TRUE,131,5,1,78105628,4,13,17
"matlab, numerical-integration",11,14099925,registered,sai,FALSE,115,1,1,63397136,0,0,1
"memory, g++, heap-memory, allocation, stack-memory",1,6468485,registered,Vitit Kantabutra,FALSE,20,0,0,77567564,0,0,1
"linux, linux-kernel, usb, embedded-linux, microcontroller",333,2766406,registered,Shan,TRUE,43308,4,12,22340730,1,2,8
"c, heap-memory",251,10635508,registered,Apoqlite,TRUE,77,1,0,77610689,0,2,17
"excel, vba, office365",53,22145621,registered,ajr45,FALSE,12,0,0,78140846,0,0,6
"c++, c++11, memory, heap-memory, dynamic-memory-allocation",829,18141501,registered,Ak2399,TRUE,122,1,-1,77633814,0,3,9
"matlab, numerical-integration",1,14233068,registered,Unknown,FALSE,100,0,0,63771647,0,0,1
"gcc, malloc, heap-memory",1,14283913,registered,AlexB,FALSE,28,1,0,77647684,0,0,2
"android, kotlin, android-jetpack-compose, kotlin-stateflow",13,17071751,registered,OndraVojta,TRUE,18,1,1,78139726,0,0,3
"html, jira, pandoc",57,18161131,registered,Ieva Kriščiūnaitė,TRUE,1649,2,1,71092811,0,0,6
"c++, segmentation-fault",25,23314197,registered,Ellie,FALSE,48,0,-2,78140534,0,0,2
matlab,41,14607480,registered,John Black,TRUE,86,1,0,64757422,0,0,7
"winapi, malloc, heap-memory",51,22580252,registered,Roland Mainz,FALSE,35,0,0,77679763,0,0,6
google-places-api,3069,654440,registered,preyz,TRUE,9646,8,38,24430241,2,4,14
"python, regex",1601,1228124,registered,nopeva,FALSE,12,0,-1,78140838,1,4,11
"image-processing, conv-neural-network, python-imaging-library, compression, png",11,10637679,registered,Florin200217,TRUE,52,2,-1,78135943,0,0,3
"python, nlp, spacy, huggingface-transformers, sentence-similarity",581,14683209,registered,Diego Miguel,TRUE,1965,4,8,69374258,0,4,13
"iframe, microsoft-edge",15216,444578,registered,David Lozzi,FALSE,8177,1,0,55345838,3,4,15
"apache-spark, pyspark, databricks, azure-blob-storage",41,2119453,registered,user2119453,FALSE,9819,2,2,52619510,0,1,4
reactjs,2714,2695642,registered,Moon soon,FALSE,8393,2,8,43628859,1,6,17
"jquery, iframe, http-headers",51,1436751,registered,user1436751,FALSE,8998,1,5,10893784,0,1,4
azure-logic-apps,119,1871518,registered,A B,TRUE,45,2,0,77971843,0,1,7
"c, memory-leaks, heap-memory, static-memory-allocation",43,20853782,registered,Lineath,TRUE,79,1,1,78027893,0,0,4
"java, spring, hibernate, spring-data-jpa",1765,2125399,registered,Iurii,TRUE,23306,3,11,31172021,1,6,16
"kotlin, recursion, properties, stack-overflow",31,11508695,registered,Galudisu,TRUE,53,3,1,78138455,0,0,3
java,57,8515191,registered,Daxan,TRUE,90,2,1,74162543,0,0,4
"unity-game-engine, webcam, unity-webgl",23,12969985,registered,Raphael Huot,TRUE,186,1,1,77419698,0,0,7
"memory, heap-memory, ctypes, dynamic-memory-allocation",119,20010582,registered,NiceGuySaysHi,FALSE,25,1,0,78067068,0,0,8
"matlab, octave, symbolic-integration",31,14615862,registered,Son of Tzu,FALSE,453,1,3,64778259,0,0,1
"arrays, heap-memory, zig",13,23346937,registered,seedse,TRUE,92,1,0,78111171,0,0,4
"reactjs, typescript, audio, wavesurfer.js",117,9641006,registered,Edoardo Trotta,FALSE,10,0,0,78140827,0,1,7
"c++, pointers, heap-memory, stack-memory",19,10235425,registered,David Harouche,TRUE,76,1,-3,78139956,0,0,6
"matlab, numerical-integration",15,14929008,registered,Fiji_phoneix ,TRUE,264,1,1,65733583,0,0,3
"linux, exec, signals",972,112006,registered,aditya,TRUE,17561,1,37,2333637,1,5,19
pyqt6,19,20773233,registered,user20773233,TRUE,8162,3,1,74794998,0,1,3
"matlab, plot, numerical-integration",107,8565498,registered,Molly McDonough,TRUE,49,1,0,66639557,0,0,7
"json, .net-core, redis, stackexchange.redis",33,22649476,registered,theuserthatpretendstobesmart,FALSE,14,0,-1,78139401,0,0,7
"matlab, numerical-integration, calculus",1,15356324,registered,Izhar Ulhaq,FALSE,50,1,-2,66771454,0,0,1
"java, angular, spring-boot, http-status-code-415, openapi-generator-cli",501,5611906,registered,TCH,FALSE,34,0,0,78140335,1,3,18
"arm64, edk2",1029,2947904,registered,bruin,TRUE,2122,1,3,69807637,1,2,15
"arrays, merge, rxjs, observable, flatten",27,20565299,registered,KnowledgePath,TRUE,14,1,1,78139864,0,0,4
"matlab, numerical-integration",11,15140415,registered,Goutham Sajja,FALSE,110,1,0,67273347,0,0,1
"applescript, png, photoshop, photoshop-script",29,13666438,registered,benmandl,FALSE,13,0,0,78134896,0,0,3
"reactjs, typescript, local-storage, react-context",3,22508563,registered,Abay sankar s,FALSE,11,1,0,78140693,0,0,3
"matlab, numerical-integration",17,10425612,registered,Sayantan Saha,FALSE,54,1,0,67491571,0,0,4
"java, json, gson",21,21946850,registered,Tech Savy,TRUE,32,1,2,78137097,0,0,3
"function, matlab, numerical-integration",21,14707855,registered,Jane,FALSE,182,1,1,69759638,0,0,3
"matlab, numerical-integration",11,17924870,registered,Mokrane,FALSE,180,0,1,70697974,0,0,1
"sql, sql-server",57,9461867,registered,Shreya Singh,FALSE,37,1,-1,78139429,0,0,7
"openapi, swagger-ui, quarkus",1174,394071,registered,eerriicc,FALSE,12,0,0,78140810,1,4,11
git,907,3508811,registered,user3508811,FALSE,653,2,0,51851841,1,3,12
"multithreading, pyqt5, display",113,23369687,registered,Franck,FALSE,22,0,0,78139366,0,0,6
"android, android-intent, android-activity",11,14551060,registered,bj&#248;rnfelle,FALSE,17,0,0,78140805,0,0,3
binance,23,20444800,registered,WiseHipoppotamus,FALSE,10,0,-1,78140804,0,0,4
"java, spring-boot, spring-security",1,17015450,registered,Sayak-,TRUE,44,1,0,78133558,0,0,3
"matlab, matrix, numerical-integration",11,17924870,registered,Mokrane,TRUE,285,1,0,70899135,0,0,1
"scheme, racket",37,13916989,registered,Alex,FALSE,38,0,0,78140801,0,0,5
"plsql, numbers, delimited",41,831706,registered,vswindell,FALSE,14,1,0,78123158,0,1,3
"python, selenium, webdriver, browser-automation",164,11923997,registered,Abhishek Boorugu,TRUE,17775,4,7,59380356,1,1,11
visual-studio-code,1,19872060,registered,Npln,FALSE,18,0,0,78140753,0,0,1
"python, matlab, scikit-learn, simulink, system-integration",115,15084697,registered,ZeeshanShareef,FALSE,214,0,2,71516157,0,0,10
"javascript, android, v8, javascript-engine",7136,758244,registered,digitalbath,TRUE,16892,3,13,6768474,2,6,13
"sapui5, ui5-tooling",4203,8331157,registered,BenjyTec,FALSE,15,0,1,78127459,3,8,23
"forms, angular-reactive-forms, angular14, selectall",1,22325129,registered,sree K,FALSE,6,0,0,78140794,0,0,1
"matlab, numeric, numerical-methods, numerical-integration, runge-kutta",1,4488475,registered,Or Perez,TRUE,137,1,-1,72751886,0,0,2
"oop, javafx",5,23019518,registered,zori,FALSE,34,1,0,78138471,0,0,3
"matlab, numerical-integration",1,20383401,registered,kyle23011,TRUE,34,1,0,74270018,0,0,1
"node.js, mongodb, express, mern, multer",19,22068423,registered,Prateek Kumar,FALSE,21,1,0,78115666,0,0,5
"matlab, numerical-integration, finite-difference",1,21403111,registered,mathemaniac,FALSE,36,0,0,75786909,0,0,1
"azure, azure-application-insights, azure-aks, azure-machine-learning-service",141,5709846,registered,Nishikant Jain,TRUE,33,1,0,78126950,0,1,7
"amazon-web-services, amazon-cognito, aws-amplify",15,4013098,registered,Jack_Lynch,FALSE,5,0,0,78140776,0,0,5
"arrays, bash, associative-array",7,16564997,registered,haus45,TRUE,29,1,0,78140578,0,0,3
"python, matlab, system-integration",1,21995158,registered,Sean Last,FALSE,40,0,0,76375893,0,0,1
flutter,55,23195068,registered,Syed Mujtaba Ali,FALSE,26,1,0,78139444,0,0,5
"php, laravel, authentication, permissions, laravel-middleware",2623,4399890,registered,Osama Mohammed,FALSE,290,1,0,68664490,1,5,14
"matlab, numerical-integration, gpuarray",49,1028853,registered,Carolina Rickenstorff,FALSE,72,1,1,76816236,0,0,5
"php, laravel, validation, laravel-5, laravel-validation",4056,407412,registered,Ted,FALSE,370,2,1,61453968,1,9,25
"sql, string, postgresql, amazon-redshift",760,7275398,registered,puifais,TRUE,46,3,1,78140222,1,3,13
"iis, grafana, reverse-proxy",3576,508681,registered,jklemmack,TRUE,53,1,-1,77970160,2,12,24
"powerbi, refresh, gateway, azure-analysis-services, mashup",1,22333034,registered,Leachyboy007,FALSE,9,0,0,78140771,0,0,1
"php, macos, symfony, attributes, swagger",1,21796870,registered,Alexander Luque Hoffrogge,FALSE,34,0,-1,78120326,0,0,2
"javascript, node.js, ubuntu, leaflet, leaflet-routing-machine",1250,12200808,registered,stackbiz,TRUE,24,1,0,78140717,1,2,11
"php, laravel, validation, laravel-5, laravel-validation",4056,407412,registered,Ted,FALSE,370,2,1,61453968,1,9,25
"sql, string, postgresql, amazon-redshift",760,7275398,registered,puifais,TRUE,46,3,1,78140222,1,3,13
"iis, grafana, reverse-proxy",3576,508681,registered,jklemmack,TRUE,53,1,-1,77970160,2,12,24
"powerbi, refresh, gateway, azure-analysis-services, mashup",1,22333034,registered,Leachyboy007,FALSE,9,0,0,78140771,0,0,1
"php, macos, symfony, attributes, swagger",1,21796870,registered,Alexander Luque Hoffrogge,FALSE,34,0,-1,78120326,0,0,2
"javascript, node.js, ubuntu, leaflet, leaflet-routing-machine",1250,12200808,registered,stackbiz,TRUE,24,1,0,78140717,1,2,11
influxdb,1032,2388791,registered,Abdullah Shahin,TRUE,9777,1,8,42819058,0,6,13
"python, django, matlab, django-views, system-integration",1,22006293,registered,Usha,FALSE,44,0,0,77565811,0,0,2
"reactjs, performance, google-chrome-devtools, lighthouse",79,12987045,registered,Naruto,FALSE,10,0,0,78140769,0,0,8
"jpa, spring-data-jpa, hypersistence-utils",149,15204797,registered,Pushpak,FALSE,20,0,0,78140481,0,0,8
"matlab, integral",1,19693917,registered,Icy_Boi,FALSE,25,0,0,78133837,0,0,1
"terraform, vmware",173,11417612,registered,user312307,TRUE,31,2,0,78129959,0,1,10
"nginx, centos7, yum",87,15528314,registered,kazutaka,FALSE,24,1,-1,78138765,0,1,6
"r, cluster-analysis, distance-matrix",1,21095619,registered,Mikey,FALSE,9,0,0,78140759,0,0,1
"java, java-8, timestamp, ssl-certificate",3,12445617,registered,Jesus,FALSE,13,0,0,78140757,0,0,4
"velocity, apache-velocity",11,8084608,registered,Vishnukanth,FALSE,6,0,0,78140132,0,0,3
"javascript, html5-canvas, 2d, game-development, tile",1,23572369,registered,html5beginner,FALSE,19,0,0,78140755,0,0,2
"macos, asp.net-core, visual-studio-2022, visual-studio-mac, .net-8.0",21,18901852,registered,Giorgi Lomaia,TRUE,2361,2,1,77699878,0,0,2
"java, maven, intellij-idea",11,23086484,registered,Fleky,FALSE,35,0,0,78140348,0,0,3
"javascript, css, webpack, kryzhanovskycssminifier",521,783898,registered,Shamim,FALSE,12,0,-1,78140265,1,3,12
applescript,21,23491827,registered,Jerzy Dydak,TRUE,17,2,1,78134063,0,0,3
"docker, docker-compose, dockerfile",16495,2612259,registered,nPn,TRUE,58742,2,77,38164939,4,11,24
"image, visual-studio-code, vscode-extensions, readme",1471,19572222,registered,Jatin Bhuva,FALSE,876,1,5,74938436,1,4,20
"php, http-post",33282,535967,registered,lisovaccaro,TRUE,491179,8,109,8207488,4,8,25
javascript,27,22994624,registered,Moreno,FALSE,31,1,0,78140708,0,0,5
"javascript, node.js, v8, isolate",1,13914141,registered,Arulmani Balakrishnan,FALSE,21,0,0,78140741,0,0,1
"python, ffmpeg, discord, video-streaming",1,23568843,registered,Ondosh,FALSE,23,1,0,78139491,0,0,3
"python, pandas, excel, dataframe",9,21635506,registered,L&#233;a Sabatier,TRUE,96,1,0,76007219,0,0,1
"c#, winforms, messagebox",1,21100864,registered,Johan Cloete,FALSE,44,0,-4,78140734,0,0,1
"javascript, vue.js, vuejs3, nuxt.js, nuxt3",393,11428852,registered,Mojtaba,TRUE,59,3,0,78080730,0,1,17
"jpeg2000, openjpeg",23,18827070,registered,ILOT,FALSE,54,0,1,77546666,0,0,2
"ansible, molecule",103,12355605,registered,GreNait,FALSE,5,0,0,78140736,0,1,7
anylogic,31,23366285,registered,Sara,TRUE,10,1,1,78140394,0,0,4
"python, pandas, excel, dataframe, multi-index",33,17396476,registered,ducktapeonmydesk,TRUE,173,2,2,77046709,0,0,8
"windows, visual-studio-code, intellij-idea, fonts",1,22047411,registered,Mint 妬み,TRUE,190,1,-1,76996182,0,0,3
"android, kotlin",1,22051197,registered,Amura Maulidi Fachry,FALSE,12,0,0,78140729,0,0,1
"python, pandas",1,23576983,registered,Dibya Mishra,FALSE,43,2,0,78140450,0,0,1
"google-cloud-platform, serverless",1,23576889,registered,Thiruvadi Kannan Esakkimuthu,FALSE,17,1,0,78140280,0,0,1
"angular, angular-standalone-components",2149,318102,registered,Fernando,FALSE,27,0,0,78138355,2,8,18
"sql, sql-server",11,23575731,registered,Bruno Planterose,TRUE,37,1,1,78139447,0,0,1
"spring-cloud-stream, resilience4j",3660,6366458,registered,arqam,FALSE,11,0,0,78140375,2,10,21
"entity-framework-6, .net-4.0, composite-key",392,10600268,registered,ScumSprocket,FALSE,14,0,0,78130558,0,4,15
"java, intellij-idea, decompiling",13669,1601606,registered,Seagull,TRUE,16670,2,20,28400950,2,8,25
"c#, image-processing, wrapper, imaging, intel-ipp",43,3193882,registered,monoUser,FALSE,43,0,1,78139124,0,0,5
"azure, azure-data-factory",1,21110094,registered,gulhasan siddique,FALSE,451,2,0,75743479,0,0,1
"node.js, ssl, npm, hadoop-yarn",1171,4981637,registered,sajadre,FALSE,6,0,0,78140713,2,10,25
"python, pandas, excel, dataframe",29,19618522,registered,Rejoy,TRUE,125,1,0,75215311,0,0,6
"visual-studio-code, motoko",25,22123933,registered,KIX,FALSE,20,0,0,78140372,0,0,5
"macos, pyinstaller",285,7629879,registered,bry888,FALSE,7,0,0,78140712,1,2,10
"python, matplotlib, pickle, mplcursors",93,16750631,registered,Hannibal,FALSE,27,0,0,78128776,0,2,10
"javascript, c#, asp.net-mvc-4, syncfusion",1,20372669,registered,RooPro,FALSE,16,1,0,78134451,0,0,1
"mainframe, zos, rexx, ispf",646,4811481,registered,Lionel B Dyck,FALSE,138,0,0,78140709,0,1,11
"google-sheets, google-apps-script, google-sheets-formula",379,17835120,registered,MMsmithH,FALSE,40,1,1,78137295,0,1,10
"javascript, google-chrome, google-chrome-extension, chrome-extension-manifest-v3",173,17062165,registered,Mood,TRUE,3606,1,6,70949491,0,1,7
"frida, bypass",1,10759672,registered,Abdul Basit Awan,FALSE,19,0,0,78140080,0,0,1
"r, ggplot2",143,19446408,registered,Katherine Chau,FALSE,15,0,0,78140684,0,0,7
"java, server, connection, minecraft, minecraft-forge",11,22091473,registered,massacring,FALSE,46,0,0,78131723,0,0,3
"google-cloud-firestore, firebase-cloud-messaging, azure-notificationhub",1,16221733,registered,Wasay Iqbal,FALSE,304,2,0,77188485,0,0,2
next.js13,11,21892921,registered,David Neil,FALSE,19,0,0,78136321,0,0,2
"optimization, data-structures, big-o",9,23266032,registered,Nash Carroll,FALSE,71,2,0,77842489,0,0,1
"java, javafx",21,21932737,registered,Lamowy,TRUE,74,2,2,78136368,0,0,1
"java, server-side, amazon-cognito",821,8145013,registered,kmilo93sd,TRUE,9693,5,2,51752144,1,3,13
"unity-game-engine, unity-ui",362,17635889,registered,Masa,TRUE,1703,2,2,73729897,0,2,11
"c++, qt, mouseevent, eventfilter",707,2874010,registered,Bart M,TRUE,545,2,0,68317535,1,4,14
"html, css, reactjs, tailwind-css",1,19521094,registered,Ububly,FALSE,32,0,0,78140604,0,0,2
"macos, android-studio, keyboard-shortcuts",958,9854260,registered,Esmaeil Ahmadipour,FALSE,8,1,1,78140688,1,9,29
"python, pandas, dataframe",131,22263688,registered,mauriciokaminski,TRUE,31,2,2,78140607,0,0,6
bash,195,11954790,registered,Robin Hsu,TRUE,17,1,0,78140667,0,1,9
"reactjs, firebase, next.js, firebase-authentication",694,17877528,registered,Jos&#233; Carlos,FALSE,44,2,0,77957479,0,2,11
android,1,14754915,registered,Lio mba,FALSE,11,0,0,78140681,0,0,2
javascript,77,16896772,registered,mani kandan,TRUE,67,3,0,78138808,0,0,7
"python, pandas, excel, dataframe",134,16759052,registered,MDJ,TRUE,142,1,0,76032108,0,0,9
"java, open-telemetry",11,23562810,registered,SgtSchultz151,FALSE,20,0,1,78130059,0,0,3
"database, statistics, clickhouse",9,19966880,registered,Erdison Berisha,FALSE,25,0,0,78140678,0,0,2
"javascript, counting, nodelist",1,23576628,registered,Tom Andersson,FALSE,29,0,-2,78140196,0,0,1
"c++, multithreading",31,17815599,registered,drex,FALSE,46,0,0,78140677,0,0,5
"java, eclipse, parsing, hashmap, eclipse-jdt",3,9086254,registered,Igor Adamovich,FALSE,14,0,0,78140673,0,0,3
"azure, azure-virtual-machine, azure-nsg",1,23566315,registered,Saif Hussain,FALSE,20,0,0,78132601,0,0,1
"javascript, css, text, spry",31,1952897,registered,user1952897,TRUE,1981,2,1,14352045,0,0,2
"python, debugging, pycharm",177,15273970,registered,tallcoder,TRUE,3276,2,7,68055812,0,2,10
"python, pandas, excel, dataframe, openpyxl",103,7270897,registered,Wolk,TRUE,173,1,0,74332546,0,1,7
"ruby-on-rails, google-cloud-platform, google-cloud-functions, google-auth-library",999,5012993,registered,Kyle Pendergast,TRUE,37,1,0,78130620,1,3,15
"python, tensorflow, anaconda",3449,7518091,registered,user1315789,TRUE,249906,9,144,65298241,2,4,18
"php, wordpress, woocommerce",113,4769991,registered,Eder Iraizoz,TRUE,90,1,1,46673864,0,0,9
"java, kotlin, jackson",22236,383087,registered,Evgeni Dimitrov,FALSE,77,1,2,77794732,4,16,26
"gitlab, continuous-integration, hidden-files",3153,12494839,registered,Krisna,TRUE,43,1,1,77966001,2,7,16
"ios, authentication, basic-authentication",354,3277685,registered,Chris,TRUE,17,1,0,78129814,0,2,10
"ios, flutter, crashlytics",2003,4298218,registered,HJo,FALSE,16,0,-1,78140659,1,6,16
"python, pandas, excel, dataframe",426,7700802,registered,Wolfy,TRUE,53,1,0,77092189,1,2,15
"ios, authentication, basic-authentication",354,3277685,registered,Chris,TRUE,17,1,0,78129814,0,2,10
"ios, flutter, crashlytics",2003,4298218,registered,HJo,FALSE,16,0,-1,78140659,1,6,16
"python, pandas, excel, dataframe",426,7700802,registered,Wolfy,TRUE,53,1,0,77092189,1,2,15
"python, pytorch, pytorch-geometric",306,5567893,registered,Ssong,FALSE,17,0,0,78140657,0,2,11
"python, pytest, playwright, expect",1,23577290,registered,Piotr Sawicki,FALSE,17,0,-1,78140653,0,0,1
"reactjs, azure, azure-openai",25,9351908,registered,Marc,FALSE,42,1,0,78126808,0,0,9
"reactjs, redux, rtk-query",1422,10638811,registered,David Johns,FALSE,14,1,-1,78140184,1,5,17
"java, xml, xom",738,4265096,registered,Luke Le,TRUE,538,1,1,36196127,1,5,16
"postgresql, azure, azure-cosmosdb",1,9153114,registered,Prateek Varshney,FALSE,28,0,-3,78138877,0,0,5
"python, pandas, excel, dataframe",5,21050773,registered,Felipe Corral,TRUE,44,1,0,76327639,0,0,2
"batch-file, cmd, geany, windows-terminal",41287,1222951,registered,Aran-Fey,FALSE,1024,1,0,66803275,8,24,41
"ag-grid, ag-charts, ag-charts-react",1,19211289,registered,Kartik Pal,FALSE,4,0,0,78140640,0,0,2
"spring, spring-boot, reflection, spring-transactions, spring-boot-3",11,18098681,registered,Gopikrishna,TRUE,22,1,1,78140432,0,0,2
"javascript, express, logging, middleware, morgan",1,20539946,registered,sjdevelop,FALSE,18,1,0,78137292,0,0,1
"azure, databricks, credentials, requirements.txt, secrets",639,5811503,registered,qwertz,FALSE,26,0,0,78140635,1,3,9
"server, pip, installation",4434,5345646,registered,Mooncrater,TRUE,239566,15,54,52815784,2,12,29
"html, css, google-chrome",1,15682505,registered,JASH,FALSE,29,1,-1,78140592,0,0,2
maui,53,21664620,registered,BeRo,FALSE,27,0,0,78140631,0,0,5
"bash, windows-subsystem-for-linux",9,19209130,registered,izi,FALSE,32,0,-6,78140624,0,0,1
"docker, azure-devops, terraform, azure-functions, azure-container-registry",25,5617998,registered,Julia,TRUE,55,1,0,78129649,0,0,5
"date, datetime, monthcalendar",11,17933178,registered,Laurent Reynaud,FALSE,41,1,0,77552906,0,0,4
"python, pandas, excel, dataframe",15,20712416,registered,yildirimdata,TRUE,86,3,1,77542470,0,0,8
typescript,217,11571339,registered,Toby Hobson,FALSE,18,0,0,78140623,0,1,8
"javascript, html, css",9,18060811,registered,Vinicius Motta,FALSE,13,0,0,78140622,0,0,3
"angular, react-native, npm, expo, eas",1109,16262518,registered,Relie Essom,TRUE,15527,4,3,72863070,1,4,12
